Type,ID,Timestamp,Date,Customer Name,PM Name,User,UserID,Text Preview,Has Thread,Reply Count,Is Bot
"Engagement","1761622645.845869","1761622645.845869","* 2025-10-17","Fedex-Freight*","Deep Dewanji","","","* Customer is creating a new business division , Fedex-Freight. They have accenture as their partner who are implementing the forms for them. They are looking into creating multiple forms. They have forms authored via UE and delivered via edge.  They were facing issues in submission from edge. they ","false","0","false"
"Engagement","1761548178.630329","1761548178.630329","* 2025-10-24","Micron*","Navneet Agarwal","","","* • *Current Forms Usage and Integration Plans:* Manju, Pavan Kumar Ainampudi, and Ashajyoti from the Micron team, along with Mayank, Vijay Kumar, and Anurag from the AM Forms team, discussed the current use of AEM forms, the integration with Marketo and Salesforce, and upcoming plans to migrate to ","false","0","false"
"Engagement","1761302429.679959","1761302429.679959","* 2025-10-23","Brunswick*","Mayank Agarwal","","","* • *Testing and Validation of Custom Functions for ECID, FCLID, GCLID:* Andy, Mayank, Christy, and the team discussed ongoing testing of custom functions for ECID, FCLID, and GCLID, including the need for development team review and validation of cookie-based retrieval methods, with Shraddha prepar","false","0","false"
"Engagement","1760938155.973389","1760938155.973389","* 2025-10-17","Maruti*","Sudhanshu Singh","","","* Anurag, Sudhanshu and Khushwant visited the Maruti factory on Friday. We went to the Innovation Gym first where the Adobe team sites (~ 6-8 team members sit in that office). Some quick notes/pointers which can help during the Maruti day on 7th: • Main discussion was with Sr VP of Service, Ashok Sa","true","3","false"
"Thread Reply","1760938215.518909","1760938215.518909","2025-10-20","Maruti*","Sudhanshu Singh","W4XTCQ07J","W4XTCQ07J","<@W4R4S9FS4> / <@WAM5KDYBZ> could you help update/correct if I missed something to this thread.","false","0","false"
"Thread Reply","1760938224.470319","1760938224.470319","2025-10-20","Maruti*","Sudhanshu Singh","W4XTCQ07J","W4XTCQ07J","cc: <@W4R5SJSHF>","false","0","false"
"Thread Reply","1760940974.561379","1760940974.561379","2025-10-20","Maruti*","Sudhanshu Singh","WAM5KDYBZ","WAM5KDYBZ","<@W4XTCQ07J> here are some more  • The MTAB app is used to open 70–80K job cards daily. It is English-only and built on Native tech. The typical update cycle of app is ~1/month. The backend is Java + SQL and NoSQL both. Adding new fields with rules takes 1.5–2 months. • Opportunities in business and finance, especially DMS (Dealer Management System): DMS has large Oracle-based forms; custom forms needed for each bank. E-finance team is key stakeholder; struggles with large forms. • IT team will ","false","0","false"
"Engagement","1760934412.685319","1760934412.685319","* 2025-10-17","Carpenter*","Sudhanshu Singh","","","* Meeting notes: • *Current Form Workflow and Demonstration:* Randy provided a detailed walkthrough of the current expenditure request form, explaining its workflow, user interactions, and technical limitations, with Sakshi, Sudhanshu, and others asking clarifying questions about form fields, attach","true","1","false"
"Thread Reply","1760934448.615859","1760934448.615859","2025-10-20","Carpenter*","Sudhanshu Singh","W4XTCQ07J","W4XTCQ07J","Form/Use-case details shared.","false","0","false"
"Engagement","1760934379.857719","1760934379.857719","* 2025-10-17","Carpenter*","Sakshi Arora","","","* *Meeting notes*  *Current Form Workflow and Demonstration:* Randy provided a detailed walkthrough of the current expenditure request form, explaining its workflow, user interactions, and technical limitations, with Sakshi, Sudhanshu, and others asking clarifying questions about form fields, attach","false","0","false"
"Engagement","1760711241.211559","1760711241.211559","* 2025-10-17","Ford*","Sufyan Haroon","","","* • Ford is eager to move to cloud service. They have a mandate to move to Cloud by 2027.  • They are eager to go for co-innovation and VIP to help them to move to cloud.  • <@W5HEU5M7Y>, they are expecting a mail from us to confirming that we will help in migrating their XDP (Forms &amp; Output Ser","true","4","false"
"Thread Reply","1760964468.116809","1760964468.116809","2025-10-20","Ford*","Sufyan Haroon","W010NNJV7S8","W010NNJV7S8","Thanks <@W9QMZFR39>. Please add me to the offline and VIP discussions as well","false","0","false"
"Thread Reply","1760964767.952939","1760964767.952939","2025-10-20","Ford*","Sufyan Haroon","W9QMZFR39","W9QMZFR39","<@W010NNJV7S8>, we need to discuss this with <@W5HEU5M7Y> and send a response post Diwali.","false","0","false"
"Thread Reply","1761049257.906999","1761049257.906999","2025-10-21","Ford*","Sufyan Haroon","W5HEU5M7Y","W5HEU5M7Y","Thanks Sufyan, +1 to co-innovation ","false","0","false"
"Thread Reply","1761541519.638579","1761541519.638579","2025-10-27","Ford*","Sufyan Haroon","W9QMZFR39","W9QMZFR39","Thanks <@W5HEU5M7Y>, Can we sync on this either today or tomorrow and send a formal response/proposal to Ford? cc: <@W010NNJV7S8>","false","0","false"
"Engagement","1760688547.214749","1760688547.214749","* 2025-10-16","LPL*","Gaurav Ahuja","","","* • *Batch Importer Demo:* <@W4R5Y3YHX> demonstrated the batch importer service for converting multiple PDFs to adaptive forms asynchronously with error tracking and output management. • *Feedback on Batch Importer:* Customer shared use cases for small batch conversions, requested CRX path input, fl","false","0","false"
"Engagement","1760593625.819359","1760593625.819359","* 2025-10-15","Carpenter*","Sudhanshu Singh","","","* *High level summary:* • Account is escalated - they have not been able to create the first form and want to go-live with the first form soon. They shared a list of issues in advance - and the same were discussed in the call: <https://adobedx.slack.com/archives/C09LE642LHL/p1760462296224229> • We h","true","4","false"
"Thread Reply","1761208371.914759","1761208371.914759","2025-10-23","Carpenter*","Sudhanshu Singh","W4R5M9P4H","W4R5M9P4H","&gt; Provide guidance or a walkthrough on how to create a site page in Adobe Cloud Manager that lists available forms and configures user group-based access control. (<@W4SG81T9C>) Why can’t we use forms portal listing component here ?","false","0","false"
"Thread Reply","1761208396.354559","1761208396.354559","2025-10-23","Carpenter*","Sudhanshu Singh","W4R5M9P4H","W4R5M9P4H","<https://aemcomponents.dev/content/core-components-examples/library/forms-and-communications-portal/draftsandsubmissions.html>","false","0","false"
"Thread Reply","1761208998.662149","1761208998.662149","2025-10-23","Carpenter*","Sudhanshu Singh","W4SG81T9C","W4SG81T9C","<@W4R5M9P4H> They have a different requirement","false","0","false"
"Thread Reply","1761209030.256259","1761209030.256259","2025-10-23","Carpenter*","Sudhanshu Singh","W4R5M9P4H","W4R5M9P4H","Misunderstood the requirement, they just want to list the forms similar to JPMC. In that case, they can make use of the API directly","false","0","false"
"Engagement","1760547174.065489","1760547174.065489","* 2025-10-14","Brunswick*","Mayank Agarwal","","","* • *Dispatcher Pipeline Deployment Issues:* Mayank, Jonathan, and Andy discussed the deployment of dispatcher changes, with Jonathan explaining that although the latest updates were pushed, a pipeline build failure is preventing deployment and testing until the issue is resolved, likely by the next","true","2","false"
"Thread Reply","1760590914.538069","1760590914.538069","2025-10-16","Brunswick*","Mayank Agarwal","W4R5LUPK3","W4R5LUPK3","<@U0213T59LMN> Did we create the Jira for the Wizard Data Performance issue? cc: <@W4R5UQSQZ>","false","0","false"
"Thread Reply","1761211576.589459","1761211576.589459","2025-10-23","Brunswick*","Mayank Agarwal","W4R5UQSQZ","W4R5UQSQZ","Logged <https://jira.corp.adobe.com/browse/FORMS-22489|FORMS-22489> for Wizard Data tab performance issue. cc : <@U0213T59LMN>, <@W4R5LUPK3>","false","0","false"
"Engagement","1760546957.315829","1760546957.315829","* 2025-10-14","LPL Financials*","Mayank Agarwal","","","* • *Form Conversion Process and Binding Issues:* Arneh, Gaurav, Andy, and Mayank discussed the ongoing challenges and solutions related to converting forms, particularly focusing on binding issues, the use of additional instructions, and the need for manual edits in some cases, with Krishna and Roc","false","0","false"
"Engagement","1760546749.825929","1760546749.825929","* 2025-10-14","Brightline*","Mayank Agarwal","","","* • *Producer Usability Challenges with Adobe Forms:* Katie Manarte, supported by Rebecca and Vince, raised concerns to Mayank and Harman about the complexity of configuring Adobe Forms for producers, emphasizing that current setup requires developer involvement and is not user-friendly for non-tech","true","1","false"
"Thread Reply","1760547302.499819","1760547302.499819","2025-10-15","Brightline*","Mayank Agarwal","U0213T59LMN","U0213T59LMN","Tagging <@W5HEU5M7Y> / <@W4RU4N66R>: Brightline has shared multiple feedbacks which are not very positive wrt to product usage for content authors and their concerns are they need developer persona for even a single config as well as for styling.","false","0","false"
"Engagement","1760094837.281229","1760094837.281229","* 2025-10-09","LPL*","Gaurav Ahuja","","","* • *Login Token Issue:* Customer investigating source of login token in metadata calls and will raise it in the upcoming support call with Adobe. • *Unbound Fields &amp; Batch Conversion:* Engineering progressing on unbound fields listing and batch PDF conversion; demo planned for next week with fe","false","0","false"
"Engagement","1760073869.744429","1760073869.744429","* 2025-10-09","Brunswick*","Mayank Agarwal","","","* • *AEM Form Publishing and Loading Issues:* Andy Kluck, Mayank, Sakshi, and others discussed persistent issues with AEM forms not loading on the published QA website, despite working in the editor and preview modes, and identified that dispatcher rules and client library configurations may be bloc","false","0","false"
"Engagement","1759980070.548739","1759980070.548739","* 2025-10-08","AstraZeneca*","Rahul Kumar Singh","","","* • Discussed form opportunities that were presented to them in our last meeting. • Devendran from AstraZeneca side mentioned that they had discussed these with their internal team. • He also stated that the decision regarding form placement and CTA placement was made by their brand team. • Presente","true","1","false"
"Thread Reply","1759980082.203999","1759980082.203999","2025-10-09","AstraZeneca*","Rahul Kumar Singh","WLWHN4TV3","WLWHN4TV3","cc: <@W4XTCQ07J> <@W6CBB4953>","false","0","false"
"Engagement","1759918705.952969","1759918705.952969","* 2025-10-07","Brunswick*","Mayank Agarwal","","","* • *Form Integration Issues on Regional Pages:* Andy, Mayank, Speaker 1, and Christy discussed ongoing problems with embedding and displaying forms on the Australia and New Zealand regional pages, including issues with rules not showing, forms not loading, and errors in the published environments. ","false","0","false"
"Engagement","1759918620.082929","1759918620.082929","* 2025-10-07","Brightline*","Mayank Agarwal","","","* • *Adaptive Form Configuration and Bind Reference:* Katie Manarte raised questions about configuring adaptive forms, specifically regarding the use of bind references and schema integration, which Mayank explained in detail, with Vince and Arun contributing to the discussion. • *Adaptive Form Cont","false","0","false"
